;course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
1434;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
1435;Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Dropout
1436;Ciencias Exactas;1;Desemp. Alto;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
1437;Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1438;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
1439;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
1440;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
1441;Diseno;1;Desemp. Bajo;1;1;0;IB;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
1442;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1443;Ciencias Agrarias;1;Desemp. Alto;1;0;0;B;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1444;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1445;Ciencias Sociales;1;Desemp. Bajo;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1446;Diseno;1;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1447;Ciencias Exactas;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Dropout
1448;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1449;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
1450;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
1451;Ciencias Agrarias;1;Desemp. Basico;1;1;0;IB;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1452;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1453;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
1454;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1455;Ciencias Exactas;1;Desemp. Basico;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
1456;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Enrolled
1457;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
1458;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Enrolled
1459;Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1460;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1461;Ciencias Agrarias;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
1462;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
1463;Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Dropout
1464;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1465;Ciencias Sociales;0;Desemp. Bajo;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1466;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1467;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1468;Ciencias Sociales;1;Desemp. Alto;0;1;1;MB;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
1469;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1470;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
1471;Ciencias Agrarias;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
1472;Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
1473;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1474;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
1475;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1476;Ciencias Exactas;0;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
1477;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
1478;Ciencias Agrarias;1;Desemp. Basico;0;0;0;IB;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1479;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
1480;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Dropout
1481;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
1482;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
1483;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
1484;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
1485;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1486;Ciencias de la Salud;1;Desemp. Basico;1;0;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
1487;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
1488;Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1489;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
1490;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Superior;Unemployment R. Alto;B;GDP. Medio;Graduate
1491;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
1492;Ciencias Agrarias;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1493;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
1494;Ciencias de la Salud;1;Desemp. Basico;0;1;0;IB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1495;Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1496;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1497;Diseno;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1498;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Enrolled
1499;Ciencias Agrarias;1;Desemp. Alto;1;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
1500;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
1501;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1502;Ciencias Exactas;0;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
1503;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
1504;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Enrolled
1505;Ciencias Sociales;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1506;Ciencias Exactas;0;Desemp. Alto;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
1507;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1508;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1509;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1510;Ciencias Sociales;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1511;Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
1512;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
1513;Ciencias Sociales;1;Desemp. Bajo;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
1514;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1515;Diseno;1;Desemp. Basico;1;1;1;IB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1516;Ciencias de la Salud;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1517;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
1518;Diseno;1;Desemp. Basico;0;1;1;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
1519;Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1520;Ciencias Exactas;0;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1521;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
1522;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
1523;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1524;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1525;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
1526;Ciencias Sociales;1;Desemp. Bajo;0;0;0;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1527;Ciencias Exactas;1;Desemp. Basico;0;1;1;B;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
1528;Ciencias Sociales;1;Desemp. Basico;1;0;0;MB;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
1529;Ciencias de la Salud;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1530;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
1531;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
1532;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1533;Ciencias Exactas;1;Desemp. Alto;0;1;0;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Enrolled
1534;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
1535;Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
1536;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
1537;Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1538;Ciencias Sociales;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1539;Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1540;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1541;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1542;Ciencias Sociales;0;Desemp. Bajo;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1543;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
1544;Ciencias Sociales;0;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Dropout
1545;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
1546;Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
1547;Ciencias Exactas;0;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
1548;Ciencias Sociales;1;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1549;Ciencias de la Salud;1;Desemp. Bajo;0;0;0;B;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1550;Ciencias Sociales;0;Desemp. Basico;0;1;1;IB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1551;Ciencias Exactas;1;Desemp. Basico;0;1;0;IB;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Graduate
1552;Ciencias Exactas;1;Desemp. Bajo;0;1;0;IA;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
1553;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1554;Ciencias Sociales;0;Desemp. Basico;0;1;1;MB;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
1555;Ciencias de la Salud;1;Desemp. Bajo;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1556;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1557;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1558;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
1559;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1560;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
1561;Ciencias Agrarias;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
1562;Ciencias Exactas;1;Desemp. Bajo;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
1563;Ciencias Agrarias;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
1564;Ciencias de la Salud;1;Desemp. Bajo;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
1565;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
1566;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
1567;Ciencias Exactas;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
1568;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Enrolled
1569;Ciencias Agrarias;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1570;Ciencias Sociales;0;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1571;Ciencias Agrarias;1;Desemp. Basico;0;0;0;B;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1572;Ciencias Exactas;0;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
1573;Ciencias Agrarias;1;Desemp. Basico;0;0;0;IB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
1574;Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
1575;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
1576;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1577;Ciencias Exactas;0;Desemp. Bajo;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1578;Ciencias de la Salud;1;Desemp. Basico;1;0;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Dropout
1579;Diseno;1;Desemp. Alto;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
1580;Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
1581;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1582;Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1583;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1584;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
1585;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
1586;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
1587;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
1588;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
1589;Ciencias Sociales;0;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
1590;Ciencias Agrarias;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1591;Diseno;1;Desemp. Alto;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1592;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
1593;Diseno;1;Desemp. Basico;1;0;1;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1594;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
1595;Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Enrolled
1596;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Enrolled
1597;Ciencias Sociales;1;Desemp. Alto;0;1;1;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
1598;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1599;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1600;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
1601;Diseno;1;Desemp. Bajo;0;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
1602;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
1603;Ciencias Agrarias;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
1604;Ciencias Agrarias;1;Desemp. Basico;0;0;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
1605;Ciencias Agrarias;1;Desemp. Basico;1;1;0;IB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
1606;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
1607;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1608;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
1609;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
1610;Ciencias Exactas;1;Desemp. Alto;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1611;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
1612;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
1613;Ciencias Sociales;0;Desemp. Basico;1;0;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1614;Ciencias Sociales;0;Desemp. Basico;0;1;1;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
1615;Ciencias de la Salud;1;Desemp. Basico;1;1;0;IB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1616;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
1617;Ciencias Sociales;0;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1618;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Dropout
1619;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
1620;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
1621;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
1622;Ciencias de la Salud;1;Desemp. Basico;0;0;0;IB;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
1623;Ciencias de la Salud;1;Desemp. Bajo;0;1;0;IB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
1624;Ciencias Sociales;1;Desemp. Basico;0;1;0;IB;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1625;Ciencias Exactas;0;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
1626;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
1627;Ciencias Exactas;0;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
1628;Diseno;1;Desemp. Basico;1;0;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
1629;Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
1630;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
1631;Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
1632;Ciencias Exactas;0;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
